gene_name_canonical,compartment,source,Note
SMARCB1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCD2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMARCD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMC1B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SMC6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SNAI2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SNRNP35,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SON,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SOX12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SP110,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SP2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SP4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SPIN2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SPIN4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SPOP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SPOUT1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SPTY2D1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SRBD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SS18L1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
STAG1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
STK35,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SUPT20H,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SUV39H1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SUV39H2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
SYNE3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TADA2A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TADA2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF1A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF1D,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TAF9B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TASOR2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TASP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TBRG1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TBX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TCF7L2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TCOF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TEAD1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TEAD3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TENT2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TET2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TFAP2C,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
THAP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
THRA,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TICRR,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TIGD2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TIGD5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TINF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TMEM201,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TMPO,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TOP2B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TOR1AIP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRERF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRIB3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRIM39,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRIP12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRPS1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TRRAP,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TSPYL2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TTC14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
TTF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
UBN1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
UBN2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
UHRF2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
URB1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
USF1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
USP36,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
USPL1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
VPS72,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
WAC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
WDR25,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
WIZ,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
XPC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
YEATS2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
YY2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBED4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB20,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB24,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB38,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB40,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB43,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB44,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB45,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB7A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB7B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZBTB8A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZC3H10,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZC3H14,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZC3H3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZCCHC7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZCCHC9,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZFAT,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZFP1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZFP64,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZFX,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZHX1,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZHX2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZIC2,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZKSCAN4,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZMAT5,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZMYM6,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZMYND11,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZMYND8,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF121,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF142,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF146,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF174,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF184,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF189,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF219,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF263,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF276,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF28,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF280C,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF304,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF317,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF319,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF33A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF347,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF362,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF367,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF384,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF385A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF444,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF445,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF446,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF48,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF496,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF512,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF512B,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF518A,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF532,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF566,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF581,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF584,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF592,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF609,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF639,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF644,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF652,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF654,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF668,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF687,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF689,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF691,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF692,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF7,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF707,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF740,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF746,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF768,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF770,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF865,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZNF888,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZSCAN12,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZSCAN21,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZSCAN25,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZSCAN26,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZSCAN29,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZXDC,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
ZZZ3,nucleus,100% nuclear in Itzhak et al 2016 PMID: 27278775,
DCP1A,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Dcp1 (Dcp1-Dcp2 complex)
DCP1B,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Dcp1 (Dcp1-Dcp2 complex)
DCP2,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Dcp2  (Dcp1-Dcp2 complex)
DDX6,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Ddx6
EDC3,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Edc3
LSM1,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm1 (Lsm complex)
LSM2,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm2 (Lsm complex)
LSM3,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm3 (Lsm complex)
LSM4,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm4 (Lsm complex)
LSM5,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm5 (Lsm complex)
LSM6,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm6 (Lsm complex)
LSM7,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Lsm6 (Lsm complex)
PATL1,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Pat1
UPF1,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Upf1
XRN1,p-body,Xing et al 2020 PMID: 32553117,from yeast homolog: Xrn1
ABCD1,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
ACAD11,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
ACOT4,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
ACOX3,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
ACSL1,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
AGPS,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
AMACR,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
BAAT,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
CROT,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
CTDSP2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
DAO,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
DHRS4,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
EHHADH,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
EPHX2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
GSTK1,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
HAO1,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
HAO2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
HSD17B4,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
MTARC2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
NUDT12,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PECR,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX1,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX10,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX11B,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX14,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX16,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX5,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PEX6,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PIPOX,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PRDX5,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
PXMP2,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
SLC25A17,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
TMEM135,peroxisome,Yifrach et al 2018 PMID:  30378018,using score >18; meta-analysis
ABCB1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ABCC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ABCC4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ABCC5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ABCG2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADAM17,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADCY6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADCY9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ADGRE5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AIDA,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALDH3B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALDOC,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPI,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ALPP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANO6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANTXR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANXA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ANXA2P2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AP2B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ARF6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ARL13B,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP13A3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1A1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP1B3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ATP2B4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
AXL,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BCAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BICD2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
BSG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CADM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CALM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD109,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD151,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD276,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD44,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD46,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD47,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD55,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD58,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD59,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD81,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD9,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD99,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CD99L2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CDC42,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CDH10,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CEMIP2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLDND1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLIC4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CLMP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CNNM3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CNP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CPM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CSNK1G3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CSPG4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CXADR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CXCR4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
CYRIB,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DAG1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DDAH1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DDR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DSC2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
DSG2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EBF2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EFR3A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EGFR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ENG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41L1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPB41L2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPHA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPHB4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
EPS15,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ERBB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
F11R,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
F3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FAM234A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FARP1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FIBP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FLVCR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FOLR1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
FSCN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GAS1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNA11,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNA13,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAI3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAQ,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNB4,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNG12,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GNG5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GOLGA7,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GPC1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
GPRIN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
HLA-A,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ICAM1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGF1R,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGSF3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IGSF8,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
IL1RAP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
INSR,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA2,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA3,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGA6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGAV,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITGB5,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
ITSN1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
JAK1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
JUP,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KIRREL1,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KITLG,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
KRAS,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
L1CAM,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LIN7C,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
LRP6,plasma membrane,Itzhak et al 2016 PMID: 27278775,confidence score: very high
